序号,效力层级,法规名称,发布机关,文号,发布/现行版本日期,时效性,适用范围,来源,来源URL
149,规范性文件,限用类无人驾驶航空器系统适航标准(AC-21-AA-2026-44),中国民航局适航司,AC-21-AA-2026-44,2026-02-12,现行有效,中型及最大起飞重量<3180kg大型限用类无人机型号合格审定适航要求,库存-law精选,http://www.caac.gov.cn/XXGK/XXGK/GFXWJ/202602/P020260226338705668572.pdf
150,规范性文件,正常类多旋翼无人驾驶航空器系统(不载人)适航标准(AC-21-AA-2026-46),中国民航局适航司,AC-21-AA-2026-46(民航适函〔2026〕26号),2026-04-03,现行有效,进入融合空域或人口密集区上方飞行、不载人的正常类多旋翼无人机适航要求,库存-law精选,https://www.caac.gov.cn/
151,规范性文件,正常类动力提升无人驾驶航空器系统(不载人)适航标准(AC-21-AA-2026-47),中国民航局适航司,AC-21-AA-2026-47,2026,现行有效,正常类动力提升(不载人)无人机适航要求,库存-law精选,https://www.caac.gov.cn/
152,规范性文件,中型民用无人驾驶航空器系统适航标准及符合性指导材料(试行)(AC-92-AA-2024-02),中国民航局适航司,AC-92-AA-2024-02,2024,"现行有效(注:或被AC-21-AA-2026-44替代,待核)",中型无人机系统适航标准(试行),库存-law精选,https://www.caac.gov.cn/
153,规范性文件,民用无人驾驶航空器运行控制系统要求(AC-92-FS-002),中国民航局飞标司,AC-92-FS-002,2024,现行有效,无人机运行控制系统技术与管理要求,库存-law精选,https://www.caac.gov.cn/
154,规范性文件,无人驾驶航空器系统信息通告(IB-TM-2022-05),中国民航局空管办,IB-TM-2022-05,2022,现行有效,无人机系统运行相关信息通告,库存-law精选,https://www.caac.gov.cn/
155,标准,民用无人驾驶航空器系统运行识别规范(GB 46750-2025),市场监管总局(标准委)/民航局,GB 46750-2025,2026-05-01,现行有效(强制性国标),★无人机运行全过程主动报送身份/位置/速度识别信息(广播式+网络式)技术要求,库存-law精选,https://www.caac.gov.cn/
156,标准,民用微轻小型无人驾驶航空器运行识别最低性能要求(试行)(IB-TM-2024-01),中国民航局空管办,IB-TM-2024-01,2024,现行有效,微/轻/小型无人机运行识别最低性能(信息通告),库存-law精选,https://www.caac.gov.cn/
157,标准,无人机围栏(MH-T 2008-2017),中国民航局,MH/T 2008-2017,2017,现行有效(民航行业标准),电子围栏技术要求,库存-law精选,https://www.caac.gov.cn/
158,标准,无人机云系统接口数据规范(MH-T 2009-2017),中国民航局,MH/T 2009-2017,2017,现行有效(民航行业标准),无人机云系统接口数据,库存-law精选,https://www.caac.gov.cn/
159,标准,无人机云系统数据规范(MH-T 2011-2019),中国民航局,MH/T 2011-2019,2019,现行有效(民航行业标准),无人机云系统数据,库存-law精选,https://www.caac.gov.cn/
160,标准,民用无人驾驶航空器系统分布式操控员能力要求与评估(MH-T 2018-2026),中国民航局,MH/T 2018-2026,2026,现行有效(民航行业标准),分布式操控员能力与评估,库存-law精选,https://www.caac.gov.cn/
161,标准,大型民用无人驾驶航空器系统操控员训练要求(MH-T 2019-2026),中国民航局,MH/T 2019-2026,2026,现行有效(民航行业标准),大型无人机操控员训练,库存-law精选,https://www.caac.gov.cn/
162,标准,民用无人驾驶航空器空域信息数字化技术要求 第1部分:编码及使用(MH-T 4063.1-2026),中国民航局,MH/T 4063.1-2026,2026,现行有效(民航行业标准),低空空域信息数字化编码,库存-law精选,https://www.caac.gov.cn/
163,标准,民用无人驾驶航空器航行服务系统数据安全技术要求(MH-T 4064-2026),中国民航局,MH/T 4064-2026,2026,现行有效(民航行业标准),航行服务系统数据安全,库存-law精选,https://www.caac.gov.cn/
164,标准,民用无人驾驶航空器降落伞系统规范(MH-T 6140-2026),中国民航局,MH/T 6140-2026,2026,现行有效(民航行业标准),无人机降落伞系统,库存-law精选,https://www.caac.gov.cn/
165,地方性法规/地方规章,芜湖市低空经济健康发展促进办法,芜湖市人民政府,芜湖市人民政府令第75号,2026-03-01,有效 / 地方政府规章,地方低空经济产业促进/飞行服务保障,库存-law精选,https://www.wuhu.gov.cn/openness/public/6596211/40511251.html
166,地方性法规/地方规章,南京市低空飞行服务保障办法(试行),南京市人民政府,南京市人民政府,2025-01-01,有效 / 地方政府规章,地方低空经济产业促进/飞行服务保障,库存-law精选,https://www.nanjing.gov.cn/xxgkn/szgfxwj/202412/t20241203_5024696.html
167,解读与案例,《无人驾驶航空器飞行管理暂行条例》政策解读（司法部）,司法部,,2023-06-29,解读,关联:无人驾驶航空器飞行管理暂行条例,库存-law精选,https://www.moj.gov.cn/pub/sfbgw/zcjd/202306/t20230629_481601.html
168,解读与案例,《无人驾驶航空器飞行管理暂行条例》解读（司法部信息公开·解读回应）,司法部,,2023-06-29,解读,关联:无人驾驶航空器飞行管理暂行条例,库存-law精选,https://www.moj.gov.cn/pub/sfbgw/zwxxgk/fdzdgknr/fdzdgknrjdhy/202306/t20230629_481604.html
169,解读与案例,民航局召开视频会议宣贯《民用无人驾驶航空器运行安全管理规则》(CCAR-92部),中国民航局,,2024-03-28,解读,关联:CCAR-92 民用无人驾驶航空器运行安全管理规则,库存-law精选,http://www.caacnews.com.cn/special/2024NZT/8024/20191xgbd/202403/t20240328_1376927.html
170,解读与案例,解读 | 《民用无人驾驶航空器经营性飞行活动管理办法（暂行）》,中国民航局,,2018-04-09,解读,关联:民用无人驾驶航空器经营性飞行活动管理办法(暂行),库存-law精选,http://www.caac.gov.cn/XXGK/XXGK/ZCJD/201804/t20180409_56264.html
171,解读与案例,解读丨强制性国家标准《民用无人驾驶航空器实名登记和激活要求》(GB 46761-2025),中国民航局,,2026-04-21,解读,关联:GB 46761-2025 民用无人驾驶航空器实名登记和激活要求,库存-law精选,http://www.caac.gov.cn/XXGK/XXGK/ZCFBJD/202604/t20260421_230620.html
172,解读与案例,解读丨强制性国家标准《民用无人驾驶航空器系统运行识别规范》(GB 46750-2025),中国民航局,,2026-01-20,解读,关联:GB 46750-2025 民用无人驾驶航空器系统运行识别规范,库存-law精选,https://www.caac.gov.cn/XXGK/XXGK/ZCFBJD/202601/t20260120_229793.html
173,解读与案例,中国民用航空局关于民用无人驾驶航空器监管服务有关事宜的公告,中国民航局,,2023-12-31,解读,关联:无人驾驶航空器飞行管理暂行条例,库存-law精选,https://www.caac.gov.cn/XXGK/XXGK/TZTG/202312/t20231231_222550.html
174,解读与案例,公安部公布依法打击无人机“黑飞”违法犯罪典型案例（新华网发布）,新华网/公安部,,2026-02-04,案例,关联:无人驾驶航空器飞行管理暂行条例/治安管理处罚法/刑法,库存-law精选,https://www.news.cn/legal/20260204/a7216ea1724e47fe88da2ff845cdc8d3/c.html
175,解读与案例,“空中刺客”频现：无人机治理刻不容缓（最高检）,最高人民检察院,,2025-12-22,案例,关联:无人驾驶航空器飞行管理暂行条例,库存-law精选,https://www.spp.gov.cn/spp/zdgz/202512/t20251222_714201.shtml
176,解读与案例,重庆梁平区：检察公益诉讼推动消除无人机“黑飞”隐患（最高检）,最高人民检察院,,2026-04-21,案例,关联:无人驾驶航空器飞行管理暂行条例,库存-law精选,https://www.spp.gov.cn/spp/dfjcdt/202604/t20260421_726166.shtml
177,解读与案例,充分发挥职能作用 服务低空经济高质量发展（最高检·无人机黑飞治理）,最高人民检察院,,2025-05-26,案例,关联:无人驾驶航空器飞行管理暂行条例,库存-law精选,https://www.spp.gov.cn/spp/llyj/202505/t20250526_696560.shtml
178,地方政府规章/规范性文件,西藏自治区无人驾驶航空器公共安全管理办法（试行）,西藏,,2026-06-29,有效,,库存-dikongjie,https://dikongjie.com/10159.html
179,地方政府规章/规范性文件,跳伞飞行服务市场管理暂行办法,中国民航局,,2025-09-16,有效,,库存-dikongjie,https://dikongjie.com/8399.html
180,地方规范性文件,上海市通信管理局关于印发《上海市信息通信业加快建设低空智联网 助力我市低空经济发展的指导意见》的通知,上海市通信管理局,沪通信管临港〔2024〕6号,2024-08-15,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/cdeadf30bc84691c15705171794d84c5bdfb.html
181,经济特区法规,关于《深圳经济特区低空经济产业促进条例(草案修改一稿征求意见稿)》公开征求意见的公告,深圳市人大(含常委会),,2023-10-10,现行有效,,库存-pkulaw,https://www.pkulaw.com/protocol/5eb8ac2c800ad2f09bbfa11162391211bdfb.html
182,地方工作文件,内蒙古自治区科学技术厅关于发布2026年内蒙古自治区科技重大专项氢能、低空经济、人工智能 领域(第一批)项目申报指南的通知,内蒙古自治区科学技术厅,,2026-03-15,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/799620d4dc6ab5d054d9fee99cf2c6e7bdfb.html
183,地方规范性文件,合肥市发展改革委、合肥市财政局关于印发《合肥市支持低空经济发展若干政策实施细则》的通知,合肥市发展和改革委员会 合肥市财政局,,2024-06-20,废止或失效,,库存-pkulaw,https://www.pkulaw.com/lar/d6f24b88afee8bb620a3dca327b82136bdfb.html
184,地方规范性文件,呼和浩特市人民政府关于促进低空经济高质量发展的实施意见,呼和浩特市人民政府,呼政发〔2025〕8号,2025-02-27,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/7e5e8913c3ef805a8e7ada117b5d4187bdfb.html
185,地方规范性文件,四川省人民政府办公厅关于促进低空经济发展的指导意见,四川省人民政府,川办发〔2024〕24号,2024-06-03,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/c9fb08e56b96bb0bb6bf9d190a14dbe7bdfb.html
186,地方规范性文件,扬州市政府办公室关于印发《扬州市低空经济高质量发展实施意见》的通知,扬州市人民政府,扬府办发〔2024〕35号,2024-05-20,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/8268003aa26be4ab8956a7004980fb09bdfb.html
187,地方规范性文件,攀枝花市人民政府办公室关于印发《攀枝花市促进低空经济发展实施意见》的通知,攀枝花市人民政府,攀办规〔2025〕4号,2025-12-01,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/c9bb11c37dd0fd85412948babfa426a7bdfb.html
188,设区的市地方性法规,无锡市人大常委会办公室关于公开征求《无锡市低空经济发展促进条例(草案)》意见的公告,无锡市人大(含常委会),,2025-02-26,现行有效,,库存-pkulaw,https://www.pkulaw.com/protocol/436a46258dba38fb925dbba6b11d5a2dbdfb.htm
189,地方规范性文件,昆明市人民政府办公室关于印发昆明市促进低空经济发展的实施意见的通知,昆明市人民政府,昆政办〔2024〕31号,2024-06-27,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/23662b41d9039ef65064b5fa6362b4b5bdfb.html
190,地方规范性文件,杭州市萧山区人民政府办公室印发《杭州市萧山区关于推动低空经济高质量发展的若干政策意见》的通知,杭州市萧山区人民政府,萧政办发〔2025〕15号,2025-05-01,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/473fca14298f301ef2f88e02aeaeb8cdbdfb.html
191,地方规范性文件,杭州高新开发区(滨江)管委会、政府关于打造低空经济创新示范区的若干政策意见(试行),杭州高新技术产业开发区管理委员会 杭州市滨江区人民政府,杭高新〔2025〕4号,2025-04-07,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/0856572d3621a3615d8946aa9b0e12efbdfb.html
192,地方规范性文件,江苏省政府办公厅关于加快推动低空经济高质量发展的实施意见,江苏省人民政府,苏政办发〔2024〕28号,2024-08-12,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/54cce789a37bcffe45af2273f9cf705bbdfb.html
193,设区的市地方性法规,沈阳市人民代表大会常务委员会办公厅公告第24号——关于征求《沈阳市低空经济促进条例(草案)》的意见,沈阳市人大(含常委会),,2026-07-02,现行有效,,库存-pkulaw,https://www.pkulaw.com/protocol/25061436c5872277860480aeb571969dbdfb.ht
194,地方规范性文件,温州市交通运输局关于印发《温州市支持低空经济高质量发展交通类政策奖补实施细则》的通知,温州市交通运输局,温交〔2026〕32号,2026-05-23,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/e9de487b221d94bef2f409c53f8268efbdfb.html
195,地方规范性文件,绍兴市上虞区人民政府办公室关于上虞区推进低空经济高质量发展的实施意见,绍兴市上虞区人民政府,虞政办发〔2025〕17号,2025-03-05,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/bd00b6920c4f5afcbbd5bf56119e05e6bdfb.html
196,地方规范性文件,绍兴市交通运输局、绍兴市财政局关于印发《绍兴市支持低空经济高质量发展若干政策市级奖补政策实施细则》的通知,绍兴市交通运输局 绍兴市财政局,绍市交发〔2024〕72号,2024-11-07,已被修改,,库存-pkulaw,https://www.pkulaw.com/lar/44568c1e880ea1b458a3a22b506352c9bdfb.html
197,地方规范性文件,绍兴市越城区人民政府关于印发《绍兴市越城区关于推进低空经济高质量发展的实施意见(2024—2035年)》的通知,绍兴市越城区人民政府,越政发〔2024〕21号,2024-11-08,现行有效,,库存-pkulaw,https://www.pkulaw.com/lar/e5d157ac9adee347262cb5f1da81f9bebdfb.html
